EAR,MAR,TIME
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.23720368048348808,0.06666666666666667,11:45:51.220808
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.23720368048348808,0.06666666666666667,11:45:51.220808
0.2640952531365235,0.03333333333333333,11:45:51.343257
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.23720368048348808,0.06666666666666667,11:45:51.220808
0.2640952531365235,0.03333333333333333,11:45:51.343257
0.2564229897281516,0.03333333333333333,11:45:51.462753
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.23720368048348808,0.06666666666666667,11:45:51.220808
0.2640952531365235,0.03333333333333333,11:45:51.343257
0.2564229897281516,0.03333333333333333,11:45:51.462753
0.2463588959760769,0.174535599249993,11:45:51.586666
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.23720368048348808,0.06666666666666667,11:45:51.220808
0.2640952531365235,0.03333333333333333,11:45:51.343257
0.2564229897281516,0.03333333333333333,11:45:51.462753
0.2463588959760769,0.174535599249993,11:45:51.586666
0.24449511844612806,0.15500938466242947,11:45:51.706836
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.23720368048348808,0.06666666666666667,11:45:51.220808
0.2640952531365235,0.03333333333333333,11:45:51.343257
0.2564229897281516,0.03333333333333333,11:45:51.462753
0.2463588959760769,0.174535599249993,11:45:51.586666
0.24449511844612806,0.15500938466242947,11:45:51.706836
0.22996170860525791,0.14120226591665966,11:45:51.830125
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.23720368048348808,0.06666666666666667,11:45:51.220808
0.2640952531365235,0.03333333333333333,11:45:51.343257
0.2564229897281516,0.03333333333333333,11:45:51.462753
0.2463588959760769,0.174535599249993,11:45:51.586666
0.24449511844612806,0.15500938466242947,11:45:51.706836
0.22996170860525791,0.14120226591665966,11:45:51.830125
0.25624112516663977,0.20786893258332634,11:45:51.952967
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.23720368048348808,0.06666666666666667,11:45:51.220808
0.2640952531365235,0.03333333333333333,11:45:51.343257
0.2564229897281516,0.03333333333333333,11:45:51.462753
0.2463588959760769,0.174535599249993,11:45:51.586666
0.24449511844612806,0.15500938466242947,11:45:51.706836
0.22996170860525791,0.14120226591665966,11:45:51.830125
0.25624112516663977,0.20786893258332634,11:45:51.952967
0.26539634065922857,0.4,11:45:52.081984
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.23720368048348808,0.06666666666666667,11:45:51.220808
0.2640952531365235,0.03333333333333333,11:45:51.343257
0.2564229897281516,0.03333333333333333,11:45:51.462753
0.2463588959760769,0.174535599249993,11:45:51.586666
0.24449511844612806,0.15500938466242947,11:45:51.706836
0.22996170860525791,0.14120226591665966,11:45:51.830125
0.25624112516663977,0.20786893258332634,11:45:51.952967
0.26539634065922857,0.4,11:45:52.081984
0.27007213186321644,0.305409255338946,11:45:52.205172
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.23720368048348808,0.06666666666666667,11:45:51.220808
0.2640952531365235,0.03333333333333333,11:45:51.343257
0.2564229897281516,0.03333333333333333,11:45:51.462753
0.2463588959760769,0.174535599249993,11:45:51.586666
0.24449511844612806,0.15500938466242947,11:45:51.706836
0.22996170860525791,0.14120226591665966,11:45:51.830125
0.25624112516663977,0.20786893258332634,11:45:51.952967
0.26539634065922857,0.4,11:45:52.081984
0.27007213186321644,0.305409255338946,11:45:52.205172
0.2716271500152294,0.2,11:45:52.324391
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.23720368048348808,0.06666666666666667,11:45:51.220808
0.2640952531365235,0.03333333333333333,11:45:51.343257
0.2564229897281516,0.03333333333333333,11:45:51.462753
0.2463588959760769,0.174535599249993,11:45:51.586666
0.24449511844612806,0.15500938466242947,11:45:51.706836
0.22996170860525791,0.14120226591665966,11:45:51.830125
0.25624112516663977,0.20786893258332634,11:45:51.952967
0.26539634065922857,0.4,11:45:52.081984
0.27007213186321644,0.305409255338946,11:45:52.205172
0.2716271500152294,0.2,11:45:52.324391
0.24280070140782758,0.2,11:45:52.460420
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.23720368048348808,0.06666666666666667,11:45:51.220808
0.2640952531365235,0.03333333333333333,11:45:51.343257
0.2564229897281516,0.03333333333333333,11:45:51.462753
0.2463588959760769,0.174535599249993,11:45:51.586666
0.24449511844612806,0.15500938466242947,11:45:51.706836
0.22996170860525791,0.14120226591665966,11:45:51.830125
0.25624112516663977,0.20786893258332634,11:45:51.952967
0.26539634065922857,0.4,11:45:52.081984
0.27007213186321644,0.305409255338946,11:45:52.205172
0.2716271500152294,0.2,11:45:52.324391
0.24280070140782758,0.2,11:45:52.460420
0.25095554485583255,0.16666666666666669,11:45:52.583640
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.23720368048348808,0.06666666666666667,11:45:51.220808
0.2640952531365235,0.03333333333333333,11:45:51.343257
0.2564229897281516,0.03333333333333333,11:45:51.462753
0.2463588959760769,0.174535599249993,11:45:51.586666
0.24449511844612806,0.15500938466242947,11:45:51.706836
0.22996170860525791,0.14120226591665966,11:45:51.830125
0.25624112516663977,0.20786893258332634,11:45:51.952967
0.26539634065922857,0.4,11:45:52.081984
0.27007213186321644,0.305409255338946,11:45:52.205172
0.2716271500152294,0.2,11:45:52.324391
0.24280070140782758,0.2,11:45:52.460420
0.25095554485583255,0.16666666666666669,11:45:52.583640
0.29164581057814964,0.16666666666666669,11:45:52.704467
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.23720368048348808,0.06666666666666667,11:45:51.220808
0.2640952531365235,0.03333333333333333,11:45:51.343257
0.2564229897281516,0.03333333333333333,11:45:51.462753
0.2463588959760769,0.174535599249993,11:45:51.586666
0.24449511844612806,0.15500938466242947,11:45:51.706836
0.22996170860525791,0.14120226591665966,11:45:51.830125
0.25624112516663977,0.20786893258332634,11:45:51.952967
0.26539634065922857,0.4,11:45:52.081984
0.27007213186321644,0.305409255338946,11:45:52.205172
0.2716271500152294,0.2,11:45:52.324391
0.24280070140782758,0.2,11:45:52.460420
0.25095554485583255,0.16666666666666669,11:45:52.583640
0.29164581057814964,0.16666666666666669,11:45:52.704467
0.27144648193581355,0.13333333333333333,11:45:52.825075
0.2511374094173444,0.18240453183331934,11:45:50.930739
0.2655818068488246,0.1,11:45:51.091946
0.23720368048348808,0.06666666666666667,11:45:51.220808
0.2640952531365235,0.03333333333333333,11:45:51.343257
0.2564229897281516,0.03333333333333333,11:45:51.462753
0.2463588959760769,0.174535599249993,11:45:51.586666
0.24449511844612806,0.15500938466242947,11:45:51.706836
0.22996170860525791,0.14120226591665966,11:45:51.830125
0.25624112516663977,0.20786893258332634,11:45:51.952967
0.26539634065922857,0.4,11:45:52.081984
0.27007213186321644,0.305409255338946,11:45:52.205172
0.2716271500152294,0.2,11:45:52.324391
0.24280070140782758,0.2,11:45:52.460420
